name;LEFT;MIDDLE;RIGHT;pseudo register
DATA_PATH_CTRL.PAIR_TS_DIFF_MIN_STRIP14;99;317;549;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MIN_STRIP15;89;303;535;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP0;0x8d0;0x9b1;0xa23;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP1;0x8c3;0x9a2;0xa24;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP2;0x8b6;0x994;0xa24;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP3;0x8a7;0x987;0xa25;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP4;0x899;0x978;0xa25;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP5;0x88c;0x96a;0xa25;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP6;0x87e;0x95d;0xa21;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP7;0x86c;0x94e;0xa1e;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP8;0x85b;0x940;0xa17;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP9;0x847;0x933;0xa0e;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP10;0x833;0x924;0xa04;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP11;0x820;0x917;0x9f6;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP12;0x807;0x909;0x9e9;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP13;0x7eb;0x8fa;0x9db;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP14;0x7ce;0x8ed;0x9cc;False
DATA_PATH_CTRL.PAIR_TS_DIFF_MAX_STRIP15;0x7b1;0x8df;0x9be;False
DATA_PATH_CTRL.RETRIG_MITIG_THRESHOLD.COUNT;5;5;5;false;
DATA_PATH_CTRL.RETRIG_MITIG_DECREMENT_TIME.STEP_120MHz;72;72;72;False;
DATA_PATH_CTRL.RETRIG_MITIG_MUTEROC_TIME.STEP_120MHz;60;60;60;False;

PETIROC_TOP_CTRL.SLOW_CTRL_PINS.DIGITAL_STAGE_OFF;;;;False
PETIROC_TOP_CTRL.SLOW_CTRL_PINS.ANALOG_STAGE_OFF;;;;False
PETIROC_TOP_CTRL.SLOW_CTRL_PINS.ADC_STAGE_OFF;;;;False
PETIROC_TOP_CTRL.SLOW_CTRL_PINS.DAC_STAGE_OFF;;;;False
PETIROC_TOP_CTRL.SLOW_CTRL_PINS.RESET_N ;1;1;1;False
PETIROC_TOP_CTRL.AUTO_RECONF_PERIOD;;;;True
PETIROC_BOT_CTRL.SLOW_CTRL_PINS.DIGITAL_STAGE_OFF;;;;False
PETIROC_BOT_CTRL.SLOW_CTRL_PINS.ANALOG_STAGE_OFF;;;;False
PETIROC_BOT_CTRL.SLOW_CTRL_PINS.ADC_STAGE_OFF;;;;False
PETIROC_BOT_CTRL.SLOW_CTRL_PINS.DAC_STAGE_OFF;;;;False
PETIROC_BOT_CTRL.SLOW_CTRL_PINS.RESET_N ;1;1;1;False
PETIROC_BOT_CTRL.AUTO_RECONF_PERIOD;;;;True
